iteration,applied_learning_rate,next_learning_rate,exponent,active,ema_max_kl,hold_streak,cooldown_remaining,promoted,max_approx_kl,cumulative_games,final_clip_fraction,entropy,epochs_completed,update_seconds
1237,0.001,0.001,0,False,0.0018778264943281676,0,0,False,0.0018613314076414977,9516000,0.02293,0.24785,16,1.3062
1238,0.001,0.001,0,False,0.00187777452329518,0,0,False,0.0018773067839982927,9524000,0.02564,0.24895,16,1.28742
1239,0.001,0.001,0,False,0.001880618211279988,0,0,False,0.0019062114031432585,9532000,0.02426,0.24831,16,1.21186
1240,0.001,0.001,0,False,0.0018936473433227225,0,0,False,0.0020109095317073318,9540000,0.02715,0.25005,16,1.20963
1241,0.001,0.001,0,False,0.0018794571953496021,0,0,False,0.001751745863591519,9548000,0.0229,0.249,16,1.22206
1242,0.001,0.001,0,False,0.00187178521928889,0,0,False,0.0018027374347424799,9556000,0.02305,0.24735,16,1.21702
1243,0.001,0.001,0,False,0.0018518238581098497,0,0,False,0.0016721716074984865,9564000,0.02122,0.25032,16,1.22105
1244,0.001,0.001,0,False,0.0018358515245261245,0,0,False,0.0016921005222725984,9572000,0.02071,0.24609,16,1.32372
1245,0.001,0.001,0,False,0.0018564188360476817,0,0,False,0.002041524639741697,9580000,0.02851,0.25064,16,1.3164
1246,0.001,0.001,0,False,0.001851706357140597,0,0,False,0.0018092940469768364,9588000,0.02117,0.24842,16,1.31642
1247,0.001,0.001,0,False,0.0018584009692651747,0,0,False,0.001918652478386374,9596000,0.02389,0.24888,16,1.21743
1248,0.001,0.001,0,False,0.0018781849915039074,0,0,False,0.0020562411916525023,9600000,0.02877,0.24957,16,0.68773
1249,0.001,0.001,0,False,0.0018614417133908162,0,0,False,0.0017107522103729956,9608000,0.02291,0.24924,16,1.2922
1250,0.001,0.001,0,False,0.0018518341505517318,0,0,False,0.0017653660849999723,9616000,0.02376,0.24969,16,1.21265
1251,0.001,0.001,0,False,0.001842625427071754,0,0,False,0.0017597469157519525,9624000,0.02387,0.25069,16,1.20695
1252,0.001,0.001,0,False,0.0018397489917938543,0,0,False,0.001813861074292757,9632000,0.02269,0.25056,16,1.2138
1253,0.001,0.001,0,False,0.0018408245590048524,0,0,False,0.001850504663903835,9640000,0.02291,0.25121,16,1.29448
1254,0.001,0.001,0,False,0.0018406379149320193,0,0,False,0.001838958118276522,9648000,0.02452,0.24871,16,1.21623
1255,0.001,0.001,0,False,0.001846097505207508,0,0,False,0.0018952338176869065,9656000,0.02503,0.24864,16,1.21307
1256,0.001,0.001,0,False,0.0018363741849523716,0,0,False,0.0017488643026561431,9664000,0.022,0.25067,16,1.29776
1257,0.001,0.001,0,False,0.0018518875778929292,0,0,False,0.0019915081143579492,9672000,0.02355,0.24799,16,1.29383
1258,0.001,0.001,0,False,0.0018591511764687147,0,0,False,0.0019245235636507832,9680000,0.02621,0.24509,16,1.20667
1259,0.001,0.001,0,False,0.0018486472343329575,0,0,False,0.0017541117551111423,9688000,0.02244,0.24839,16,1.29323
1260,0.001,0.001,0,False,0.0018423602611874882,0,0,False,0.0017857775028782663,9696000,0.02404,0.24867,16,1.22811
1261,0.001,0.001,0,False,0.0018558245667445734,0,0,False,0.0019770033167583407,9700000,0.02489,0.24793,16,0.66717
1262,0.001,0.001,0,False,0.001851922839644026,0,0,False,0.0018168072957390985,9708000,0.02269,0.2515,16,1.29623
1263,0.001,0.001,0,False,0.0018494633403527176,0,0,False,0.0018273278467309418,9716000,0.02269,0.25218,16,1.21136
1264,0.001,0.001,0,False,0.0018367462635021255,0,0,False,0.001722292571846798,9724000,0.02048,0.24877,16,1.21018
1265,0.001,0.001,0,False,0.0018445364916320432,0,0,False,0.0019146485448013019,9732000,0.02485,0.24921,16,1.3004
1266,0.001,0.001,0,False,0.0018299477959779595,0,0,False,0.0016986495350912064,9740000,0.02123,0.24754,16,1.21649
1267,0.001,0.001,0,False,0.001818523224215337,0,0,False,0.0017157020783517345,9748000,0.0236,0.24781,16,1.21988
1268,0.001,0.001,0,False,0.0018390445790986084,0,0,False,0.002023736773048053,9756000,0.02449,0.24891,16,1.30127
1269,0.001,0.001,0,False,0.001850991186684312,0,0,False,0.001958510654955644,9764000,0.02455,0.24904,16,1.20562
1270,0.001,0.001,0,False,0.0018420620571315519,0,0,False,0.0017616998911567105,9772000,0.02281,0.25101,16,1.30142
1271,0.001,0.001,0,False,0.0018546069016354642,0,0,False,0.001967510502170676,9780000,0.02586,0.25086,16,1.20821
1272,0.001,0.001,0,False,0.0018650222296678787,0,0,False,0.00195876018195961,9788000,0.02697,0.24854,16,1.21589
1273,0.001,0.001,0,False,0.00188952264105847,0,0,False,0.002110026343573792,9796000,0.02959,0.24731,16,1.33505
1274,0.001,0.001,0,False,0.0019100485202625422,0,0,False,0.002094781433099192,9800000,0.03097,0.25086,16,0.63059
1275,0.001,0.001,0,False,0.0019053162253708142,0,0,False,0.0018627255713452632,9808000,0.02392,0.25037,16,1.21861
1276,0.001,0.001,0,False,0.0018906054434346747,0,0,False,0.0017582084060094186,9816000,0.02376,0.25349,16,1.29097
1277,0.001,0.001,0,False,0.0018791959387383943,0,0,False,0.0017765103964718701,9824000,0.02372,0.25194,16,1.21441
1278,0.001,0.001,0,False,0.001899507861009998,0,0,False,0.0020823151614544322,9832000,0.02737,0.24583,16,1.28497
1279,0.001,0.001,0,False,0.0018856999647120403,0,0,False,0.001761428898030421,9840000,0.02124,0.24732,16,1.20947
1280,0.001,0.001,0,False,0.00187129151144176,0,0,False,0.0017416154320092365,9848000,0.02284,0.24983,16,1.2259
1281,0.001,0.001,0,False,0.001841626484061275,0,0,False,0.0015746412376369107,9856000,0.02014,0.24891,16,1.28709
1282,0.001,0.001,0,False,0.0018516909050704483,0,0,False,0.0019422706941530064,9864000,0.02406,0.25127,16,1.29306
1283,0.001,0.001,0,False,0.0018565073031241268,0,0,False,0.0018998548856072343,9872000,0.02499,0.24952,16,1.29628
1284,0.001,0.001,0,False,0.0018562635744003926,0,0,False,0.001854070015886786,9880000,0.02461,0.2481,16,1.20976
1285,0.001,0.001,0,False,0.001861018490423116,0,0,False,0.0019038127346276284,9888000,0.02525,0.25104,16,1.22877
1286,0.001,0.001,0,False,0.001856160438335333,0,0,False,0.0018124379695452874,9896000,0.02277,0.25038,16,1.21062
1287,0.001,0.001,0,False,0.0018461793544201491,0,0,False,0.0017563495991834953,9900000,0.02364,0.24925,16,0.61339
1288,0.001,0.001,0,False,0.0018463615554085992,0,0,False,0.0018480013643046498,9908000,0.02399,0.24958,16,1.21012
1289,0.001,0.001,0,False,0.0018589393088066966,0,0,False,0.0019721390893895716,9916000,0.02507,0.25068,16,1.28177
1290,0.001,0.001,0,False,0.00186427276298344,0,0,False,0.0019122738505741297,9924000,0.02521,0.24687,16,1.21486
1291,0.001,0.001,0,False,0.001865201561136563,0,0,False,0.0018735607445146672,9932000,0.02515,0.24733,16,1.28704
1292,0.001,0.001,0,False,0.001880825858472148,0,0,False,0.002021444534492414,9940000,0.02817,0.25083,16,1.29187
1293,0.001,0.001,0,False,0.0018653556041202336,0,0,False,0.0017261233149530046,9948000,0.02215,0.24641,16,1.29802
1294,0.001,0.001,0,False,0.001861907204101431,0,0,False,0.0018308716039322059,9956000,0.02261,0.25148,16,1.28381
1295,0.001,0.001,0,False,0.001859639215713786,0,0,False,0.0018392273202249832,9964000,0.0246,0.25103,16,1.21833
1296,0.001,0.001,0,False,0.0018709995800200011,0,0,False,0.001973242858775939,9972000,0.02385,0.24784,16,1.2172
1297,0.001,0.001,0,False,0.0018746086911808934,0,0,False,0.0019070906916289227,9980000,0.02402,0.24747,16,1.29646
1298,0.001,0.001,0,False,0.0018586865006055924,0,0,False,0.0017153867854278835,9988000,0.02241,0.24965,16,1.2945
1299,0.001,0.001,0,False,0.001854921005448818,0,0,False,0.0018210315490378506,9996000,0.02365,0.24954,16,1.29413
1300,0.001,0.001,0,False,0.0018745127234320652,0,0,False,0.002050838185281289,10000000,0.02786,0.25084,16,0.61864
1301,0.001,0.001,0,False,0.0018866160051485522,0,0,False,0.001995545540596935,10008000,0.02516,0.24846,16,1.232
1302,0.001,0.001,0,False,0.0018714578915455557,0,0,False,0.001735034869118588,10016000,0.0214,0.24961,16,1.21582
1303,0.001,0.001,0,False,0.0018702590142924509,0,0,False,0.0018594691190145075,10024000,0.02332,0.24929,16,1.21148
1304,0.001,0.001,0,False,0.0018565130640889633,0,0,False,0.001732799512257575,10032000,0.02269,0.25005,16,1.21908
1305,0.001,0.001,0,False,0.0018679724754902067,0,0,False,0.001971107178101399,10040000,0.0257,0.25214,16,1.31041
1306,0.001,0.001,0,False,0.0018681378993283234,0,0,False,0.0018696267138713734,10048000,0.02422,0.25127,16,1.29401
1307,0.001,0.001,0,False,0.0018709815084231723,0,0,False,0.0018965739902768134,10056000,0.02588,0.24945,16,1.2163
1308,0.001,0.001,0,False,0.00188445858284546,0,0,False,0.002005752252646048,10064000,0.02507,0.24826,16,1.2876
1309,0.001,0.001,0,False,0.0018833953421322292,0,0,False,0.0018738261757131529,10072000,0.02226,0.24779,16,1.22042
1310,0.001,0.001,0,False,0.0018946638909734588,0,0,False,0.001996080830544527,10080000,0.02396,0.25074,16,1.29569
1311,0.001,0.001,0,False,0.0018953988481645449,0,0,False,0.0019020134628843185,10088000,0.02529,0.24691,16,1.39508
1312,0.001,0.001,0,False,0.0018967414053413457,0,0,False,0.0019088244199325546,10096000,0.02541,0.25123,16,1.29958
1313,0.001,0.001,0,False,0.0018952121107759182,0,0,False,0.0018814484596870725,10100000,0.02452,0.24736,16,0.65769
1314,0.001,0.001,0,False,0.0018984798059077706,0,0,False,0.0019278890620944434,10108000,0.02349,0.24784,16,1.2949
1315,0.001,0.001,0,False,0.001881247771406533,0,0,False,0.0017261594608953947,10116000,0.02304,0.24962,16,1.29835
1316,0.001,0.001,0,False,0.001882134089326957,0,0,False,0.0018901109506107739,10124000,0.02073,0.24884,16,1.21241
1317,0.001,0.001,0,False,0.0019012958844935941,0,0,False,0.0020737520409933284,10132000,0.0281,0.24799,16,1.28792
1318,0.001,0.001,0,False,0.0018964116360813946,0,0,False,0.0018524534003715987,10140000,0.02201,0.2462,16,1.21078
1319,0.001,0.001,0,False,0.0018946559024118918,0,0,False,0.0018788542993863659,10148000,0.02101,0.24874,16,1.20954
1320,0.001,0.001,0,False,0.001884208215051492,0,0,False,0.001790179028807895,10156000,0.02002,0.24876,16,1.27974
1321,0.001,0.001,0,False,0.0019086925727302853,0,0,False,0.002129051791839425,10164000,0.0252,0.24644,16,1.2256
1322,0.001,0.001,0,False,0.0018998190836592417,0,0,False,0.0018199576820198506,10172000,0.023,0.24875,16,1.28971
1323,0.001,0.001,0,False,0.0018920007452958112,0,0,False,0.0018216357000249382,10180000,0.02442,0.24658,16,1.28831
1324,0.001,0.001,0,False,0.0018936169499464883,0,0,False,0.0019081627918025837,10188000,0.02613,0.25174,16,1.29094
1325,0.001,0.001,0,False,0.001880378081980499,0,0,False,0.0017612282702865938,10196000,0.02335,0.2485,16,1.27306
1326,0.001,0.001,0,False,0.001919316369421662,0,0,False,0.0022697609563921287,10200000,0.03313,0.24672,16,0.6198
1327,0.001,0.001,0,False,0.0019162865475623571,0,0,False,0.0018890181508286117,10208000,0.02363,0.24752,16,1.21591
1328,0.001,0.001,0,False,0.0019101879892878776,0,0,False,0.0018553009648175612,10216000,0.02514,0.24664,16,1.21483
1329,0.001,0.001,0,False,0.0019047944520413978,0,0,False,0.0018562526168230808,10224000,0.02456,0.24811,16,1.29611
1330,0.001,0.001,0,False,0.001904762036292006,0,0,False,0.0019044702945474805,10232000,0.02575,0.24871,16,1.21384
1331,0.001,0.001,0,False,0.001906867658474856,0,0,False,0.0019258182581205058,10240000,0.02523,0.24865,16,1.21741
1332,0.001,0.001,0,False,0.0019156194105916468,0,0,False,0.0019943851796427625,10248000,0.02679,0.24843,16,1.22309
1333,0.001,0.001,0,False,0.0018884337172230695,0,0,False,0.0016437624769058742,10256000,0.02105,0.2469,16,1.2961
1334,0.001,0.001,0,False,0.0018875192076734347,0,0,False,0.0018792886217267228,10264000,0.02418,0.24903,16,1.29365
1335,0.001,0.001,0,False,0.001902234420211999,0,0,False,0.002034671333059078,10272000,0.02374,0.24781,16,1.31671
1336,0.001,0.001,0,False,0.0019004003546312979,0,0,False,0.0018838937644049887,10280000,0.0258,0.2442,16,1.30283
1337,0.001,0.001,0,False,0.0018851404249868315,0,0,False,0.001747801058186633,10288000,0.02271,0.24794,16,1.21921
1338,0.001,0.001,0,False,0.001916526699096473,0,0,False,0.0021990031660832463,10296000,0.02936,0.24948,16,1.22156
1339,0.001,0.001,0,False,0.0019135163104021526,0,0,False,0.0018864228121532702,10300000,0.027,0.24962,16,0.66538
1340,0.001,0.001,0,False,0.001922861001668041,0,0,False,0.0020069632230610376,10308000,0.02767,0.2516,16,1.29023
1341,0.001,0.001,0,False,0.0019364697113294419,0,0,False,0.002058948098282051,10316000,0.0234,0.24814,16,1.28113
1342,0.001,0.001,0,False,0.0019398995024638842,0,0,False,0.001970767622673866,10324000,0.02349,0.2503,16,1.40609
1343,0.001,0.001,0,False,0.0019489223019420472,0,0,False,0.002030127497245514,10332000,0.02422,0.24783,16,1.20645
1344,0.001,0.001,0,False,0.001928101818264393,0,0,False,0.001740717465165506,10340000,0.02153,0.24712,16,1.28989
1345,0.001,0.001,0,False,0.0019205582511336236,0,0,False,0.001852666146956698,10348000,0.02358,0.25044,16,1.28918
1346,0.001,0.001,0,False,0.0019237230428506382,0,0,False,0.0019522061683037697,10356000,0.02278,0.24832,16,1.31302
1347,0.001,0.001,0,False,0.0019201820515353657,0,0,False,0.0018883131296979147,10364000,0.02539,0.2495,16,1.21898
1348,0.001,0.001,0,False,0.0019137518287781104,0,0,False,0.0018558798239628124,10372000,0.0205,0.24853,16,1.21757
1349,0.001,0.001,0,False,0.0019196161175022498,0,0,False,0.0019723947160195034,10380000,0.0263,0.25128,16,1.20927
1350,0.001,0.001,0,False,0.0019220454360432079,0,0,False,0.001943909302911831,10388000,0.02679,0.24722,16,1.29226
1351,0.001,0.001,0,False,0.0019019733369702036,0,0,False,0.0017213244453131648,10396000,0.023,0.24864,16,1.2072
1352,0.001,0.001,0,False,0.001913636368103463,0,0,False,0.0020186036483027985,10400000,0.02579,0.24803,16,0.61116
1353,0.001,0.001,0,False,0.0019045553658403147,0,0,False,0.0018228263454719792,10408000,0.02454,0.24961,16,1.22661
1354,0.001,0.001,0,False,0.001894756697833132,0,0,False,0.0018065686857684897,10416000,0.02442,0.25107,16,1.20746
1355,0.001,0.001,0,False,0.0018883353651520437,0,0,False,0.0018305433710222494,10424000,0.02393,0.24676,16,1.28472
1356,0.001,0.001,0,False,0.0018932575158039891,0,0,False,0.001937556871671498,10432000,0.02519,0.24778,16,1.28721
1357,0.001,0.001,0,False,0.0019155402202352648,0,0,False,0.002116084560116746,10440000,0.02862,0.25009,16,1.28651
1358,0.001,0.001,0,False,0.0019217630755974182,0,0,False,0.0019777687738568002,10448000,0.02319,0.24931,16,1.22371
1359,0.001,0.001,0,False,0.0019114122540509642,0,0,False,0.0018182548601328782,10456000,0.02279,0.24749,16,1.28531
1360,0.001,0.001,0,False,0.0019184769401073857,0,0,False,0.001982059114615179,10464000,0.02357,0.24929,16,1.21067
1361,0.001,0.001,0,False,0.0018977064017424933,0,0,False,0.0017107715564584627,10472000,0.0224,0.2492,16,1.28546
1362,0.001,0.001,0,False,0.0018970721855338106,0,0,False,0.0018913642396556666,10480000,0.02548,0.24431,16,1.21848
1363,0.001,0.001,0,False,0.0018984378165597092,0,0,False,0.0019107284957927955,10488000,0.02549,0.24935,16,1.21472
1364,0.001,0.001,0,False,0.0019087455493658327,0,0,False,0.002001515144620944,10496000,0.02751,0.2471,16,1.29132
1365,0.001,0.001,0,False,0.001912529625132534,0,0,False,0.0019465863070328442,10500000,0.02364,0.24702,16,0.6158
1366,0.001,0.001,0,False,0.0018880504972413298,0,0,False,0.0016677383462204924,10508000,0.01934,0.24714,16,1.21726
1367,0.001,0.001,0,False,0.0018902837117744909,0,0,False,0.001910382642572943,10516000,0.02525,0.24827,16,1.22904
1368,0.001,0.001,0,False,0.0018761642360395413,0,0,False,0.0017490889544249945,10524000,0.02276,0.25172,16,1.20991
1369,0.001,0.001,0,False,0.001889341448325192,0,0,False,0.002007936358896049,10532000,0.02129,0.24904,16,1.2762
1370,0.001,0.001,0,False,0.001893390629170163,0,0,False,0.0019298332567749042,10540000,0.0191,0.24826,16,1.28371
1371,0.001,0.001,0,False,0.001874757895517465,0,0,False,0.001707063292643181,10548000,0.02323,0.24889,16,1.2924
1372,0.001,0.001,0,False,0.0018883485412736916,0,0,False,0.002010664353079732,10556000,0.02485,0.2507,16,1.28154
1373,0.001,0.001,0,False,0.0018827282479964547,0,0,False,0.0018321456085013238,10564000,0.02412,0.24556,16,1.21536
1374,0.001,0.001,0,False,0.0019037754366397425,0,0,False,0.0020932001344293335,10572000,0.02873,0.24927,16,1.21949
1375,0.001,0.001,0,False,0.001895072125203394,0,0,False,0.0018167423222762557,10580000,0.02345,0.24693,16,1.28848
1376,0.001,0.001,0,False,0.0019003482264864603,0,0,False,0.0019478331380340596,10588000,0.02421,0.24849,16,1.30244
1377,0.001,0.001,0,False,0.0019004647264084682,0,0,False,0.0019015132257065403,10596000,0.02463,0.2477,16,1.32093
1378,0.001,0.001,0,False,0.001932947874392378,0,0,False,0.0022252962062475636,10600000,0.03051,0.24609,16,0.66138
1379,0.001,0.001,0,False,0.001943445640275681,0,0,False,0.00203792553322541,10608000,0.02715,0.24904,16,1.22118
1380,0.001,0.001,0,False,0.0019266560522673303,0,0,False,0.0017755497601921737,10616000,0.0215,0.2438,16,1.21776
1381,0.001,0.001,0,False,0.0019312125454728594,0,0,False,0.00197222098432262,10624000,0.02582,0.24601,16,1.23052
1382,0.001,0.001,0,False,0.0019215765573647563,0,0,False,0.0018348526643918268,10632000,0.01927,0.24887,16,1.21282
1383,0.001,0.001,0,False,0.0019084464747078146,0,0,False,0.0017902757307953399,10640000,0.02299,0.24911,16,1.22041
1384,0.001,0.001,0,False,0.0019163876219460815,0,0,False,0.001987857947090484,10648000,0.0232,0.24831,16,1.23567
1385,0.001,0.001,0,False,0.001884492902759936,0,0,False,0.0015974404300846269,10656000,0.02042,0.24469,16,1.2192
1386,0.001,0.001,0,False,0.0019008150133493216,0,0,False,0.002047714008653793,10664000,0.02362,0.24718,16,1.30171
1387,0.001,0.001,0,False,0.0018985251635451393,0,0,False,0.0018779165153074977,10672000,0.01904,0.24496,16,1.29877
1388,0.001,0.001,0,False,0.0018695241611030979,0,0,False,0.0016085151391247263,10680000,0.01967,0.24635,16,1.22263
1389,0.001,0.001,0,False,0.0018684351966953925,0,0,False,0.0018586345170260457,10688000,0.02613,0.24459,16,1.29606
1390,0.001,0.001,0,False,0.0018477334580703365,0,0,False,0.0016614178104448324,10696000,0.02185,0.24593,16,1.21659
1391,0.001,0.001,0,False,0.00187298234656938,0,0,False,0.0021002223430607717,10700000,0.02791,0.24527,16,0.67685
1392,0.001,0.001,0,False,0.0018649074165903346,0,0,False,0.001792233046778926,10708000,0.02441,0.24732,16,1.2922
1393,0.001,0.001,0,False,0.0018668143734168956,0,0,False,0.0018839769848559439,10716000,0.02363,0.24631,16,1.23082
1394,0.001,0.001,0,False,0.001860774884525475,0,0,False,0.001806419484502689,10724000,0.02408,0.24744,16,1.21031
1395,0.001,0.001,0,False,0.00184718778568211,0,0,False,0.0017249038960918267,10732000,0.02257,0.2443,16,1.21277
1396,0.001,0.001,0,False,0.0018552347443346062,0,0,False,0.0019276573722070717,10740000,0.0242,0.24652,16,1.21165
1397,0.001,0.001,0,False,0.001850400744108883,0,0,False,0.0018068947420773725,10748000,0.02326,0.2441,16,1.21285
1398,0.001,0.001,0,False,0.0018503833517264027,0,0,False,0.001850226820284081,10756000,0.02105,0.24275,16,1.29804
1399,0.001,0.001,0,False,0.001845876016186546,0,0,False,0.0018053099963278366,10764000,0.02367,0.24455,16,1.29573
1400,0.001,0.001,0,False,0.0018390990800106828,0,0,False,0.0017781066544279153,10772000,0.02372,0.24387,16,1.2125
1401,0.001,0.001,0,False,0.0018336710474066607,0,0,False,0.001784818753970462,10780000,0.02085,0.24492,16,1.29373
1402,0.001,0.001,0,False,0.0018148387010555214,0,0,False,0.0016453475838952673,10788000,0.02134,0.24331,16,1.20947
1403,0.001,0.001,0,False,0.0018307023912970336,0,0,False,0.001973475603470644,10796000,0.02778,0.24849,16,1.22963
1404,0.001,0.001,0,False,0.0018570656581645953,0,0,False,0.002094335059972649,10800000,0.02715,0.247,16,0.61422
1405,0.001,0.001,0,False,0.0018502108390538452,0,0,False,0.001788517467057094,10808000,0.0203,0.24483,16,1.30058
1406,0.001,0.001,0,False,0.0018619195356009205,0,0,False,0.0019672978045245973,10816000,0.02693,0.24405,16,1.28252
1407,0.001,0.001,0,False,0.0018722634028278972,0,0,False,0.001965358207870689,10824000,0.02589,0.24689,16,1.21163
1408,0.001,0.001,0,False,0.0018750500107337967,0,0,False,0.0019001294818868934,10832000,0.02469,0.24547,16,1.21109
1409,0.001,0.001,0,False,0.0018716057433508485,0,0,False,0.0018406073369043126,10840000,0.02446,0.2425,16,1.31391
1410,0.001,0.001,0,False,0.001868495146081231,0,0,False,0.001840499770654673,10848000,0.02127,0.24708,16,1.21464
1411,0.001,0.001,0,False,0.0018734632028197923,0,0,False,0.0019181757134668436,10856000,0.02369,0.24323,16,1.21551
1412,0.001,0.001,0,False,0.0018866588845276294,0,0,False,0.0020054200198981625,10864000,0.02776,0.24371,16,1.29207
1413,0.001,0.001,0,False,0.001877342310746646,0,0,False,0.0017934931467177967,10872000,0.0238,0.24429,16,1.31187
1414,0.001,0.001,0,False,0.001869506073584454,0,0,False,0.0017989799391247255,10880000,0.02362,0.24468,16,1.29365
1415,0.001,0.001,0,False,0.0018706769949891388,0,0,False,0.0018812152876313028,10888000,0.02467,0.24295,16,1.30597
1416,0.001,0.001,0,False,0.0018873823020561212,0,0,False,0.0020377300656589633,10896000,0.02769,0.24264,16,1.21604
1417,0.001,0.001,0,False,0.0018877819715783493,0,0,False,0.001891378997278403,10900000,0.02533,0.2429,16,0.6637
1418,0.001,0.001,0,False,0.0018601825593681659,0,0,False,0.001611787849476515,10908000,0.02144,0.24306,16,1.21503
1419,0.001,0.001,0,False,0.0018475489875202397,0,0,False,0.001733846840888903,10916000,0.02279,0.24255,16,1.21104
1420,0.001,0.001,0,False,0.0018483912581189524,0,0,False,0.0018559716935073666,10924000,0.02144,0.2447,16,1.28927
1421,0.001,0.001,0,False,0.0018505985539229686,0,0,False,0.0018704642161591154,10932000,0.02469,0.24456,16,1.21902
1422,0.001,0.001,0,False,0.0018567977978915947,0,0,False,0.0019125909936092294,10940000,0.0261,0.24081,16,1.28814
1423,0.001,0.001,0,False,0.0018822547699546947,0,0,False,0.0021113675185225945,10948000,0.02886,0.24478,16,1.28227
1424,0.001,0.001,0,False,0.0018832789331189568,0,0,False,0.0018924964015973155,10956000,0.02525,0.24422,16,1.20866
1425,0.001,0.001,0,False,0.0018880401909609236,0,0,False,0.0019308915115386245,10964000,0.02557,0.24326,16,1.21888
1426,0.001,0.001,0,False,0.0018871765862311727,0,0,False,0.0018794041436634166,10972000,0.02429,0.24374,16,1.23764
1427,0.001,0.001,0,False,0.0018692000520998985,0,0,False,0.001707411244918432,10980000,0.02145,0.24116,16,1.21566
1428,0.001,0.001,0,False,0.001861259759496921,0,0,False,0.0017897971260701247,10988000,0.02231,0.24456,16,1.29873
1429,0.001,0.001,0,False,0.0018355342993240074,0,0,False,0.0016040051577677853,10996000,0.02067,0.24253,16,1.29833
1430,0.001,0.001,0,False,0.0018502018781930809,0,0,False,0.001982210088014743,11000000,0.02707,0.24317,16,0.62819
1431,0.001,0.001,0,False,0.0018549537778067555,0,0,False,0.0018977208743298263,11008000,0.02585,0.24507,16,1.21231
1432,0.001,0.001,0,False,0.0018653207084601915,0,0,False,0.001958623084341116,11016000,0.0269,0.24493,16,1.3125
1433,0.001,0.001,0,False,0.0018736792947559309,0,0,False,0.0019489065714175854,11024000,0.02678,0.24406,16,1.21393
1434,0.001,0.001,0,False,0.0018579108879985668,0,0,False,0.0017159952271822885,11032000,0.02153,0.24402,16,1.29072
1435,0.001,0.001,0,False,0.00186126572418653,0,0,False,0.001891459249878199,11040000,0.02549,0.24722,16,1.21662
1436,0.001,0.001,0,False,0.001857123657558649,0,0,False,0.001819845057907722,11048000,0.02348,0.24574,16,1.29687
1437,0.001,0.001,0,False,0.0018410043348532714,0,0,False,0.001695930430504872,11056000,0.01722,0.24527,16,1.30643
1438,0.001,0.001,0,False,0.001850341152372842,0,0,False,0.001934372510048975,11064000,0.0256,0.24534,16,1.29538
1439,0.001,0.001,0,False,0.0018890933852071272,0,0,False,0.002237863480715694,11072000,0.02664,0.24288,16,1.24349
1440,0.001,0.001,0,False,0.001889047935997349,0,0,False,0.0018886388931093469,11080000,0.02603,0.24269,16,1.22985
1441,0.001,0.001,0,False,0.0018846398862894242,0,0,False,0.001844967438918101,11088000,0.02408,0.24333,16,1.21958
1442,0.001,0.001,0,False,0.0018744799676370287,0,0,False,0.00178304069976547,11096000,0.02362,0.24257,16,1.3263
1443,0.001,0.001,0,False,0.0018660242948889993,0,0,False,0.0017899232401567347,11100000,0.02406,0.24537,16,0.61747
1444,0.001,0.001,0,False,0.0018424907060987786,0,0,False,0.0016306884069867919,11108000,0.02182,0.24366,16,1.2741
1445,0.001,0.001,0,False,0.0018451941606085738,0,0,False,0.00186952525119673,11116000,0.02255,0.2459,16,1.2361
1446,0.001,0.001,0,False,0.0018448013741065822,0,0,False,0.0018412662955886584,11124000,0.02277,0.24572,16,1.20702
1447,0.001,0.001,0,False,0.0018548237934637767,0,0,False,0.0019450255676785276,11132000,0.02655,0.24537,16,1.2983
1448,0.001,0.001,0,False,0.0018511590052937355,0,0,False,0.0018181759117633658,11140000,0.02343,0.24306,16,1.23282
1449,0.001,0.001,0,False,0.0018520190274023888,0,0,False,0.001859759226380268,11148000,0.02263,0.24652,16,1.21002
1450,0.001,0.001,0,False,0.001850504046574667,0,0,False,0.0018368692191251708,11156000,0.02484,0.24446,16,1.28637
1451,0.001,0.001,0,False,0.0018598722338888194,0,0,False,0.001944185919716189,11164000,0.02627,0.24498,16,1.2322
1452,0.001,0.001,0,False,0.0018484659371261422,0,0,False,0.0017458092662620472,11172000,0.02279,0.24092,16,1.20741
1453,0.001,0.001,0,False,0.001859125798082069,0,0,False,0.0019550645466854108,11180000,0.02555,0.2446,16,1.21591
1454,0.001,0.001,0,False,0.0018498694816065453,0,0,False,0.001766562633326833,11188000,0.02269,0.24416,16,1.22572
1455,0.001,0.001,0,False,0.0018316158619426422,0,0,False,0.001667333284967515,11196000,0.02174,0.24325,16,1.23169
1456,0.001,0.001,0,False,0.0018744601521841126,0,0,False,0.0022600587643573453,11200000,0.02957,0.24832,16,0.6592
1457,0.001,0.001,0,False,0.00188386399967679,0,0,False,0.001968498627110886,11208000,0.02657,0.24575,16,1.22321
1458,0.001,0.001,0,False,0.0018633651983604425,0,0,False,0.0016788759865133155,11216000,0.02131,0.24395,16,1.2098
1459,0.001,0.001,0,False,0.0018499440180858827,0,0,False,0.001729153395614845,11224000,0.02269,0.24531,16,1.2107
1460,0.001,0.001,0,False,0.0018726959968917167,0,0,False,0.002077463806144224,11232000,0.02924,0.24396,16,1.28565
1461,0.001,0.001,0,False,0.0018560649092964484,0,0,False,0.0017063851209390337,11240000,0.02237,0.24296,16,1.3107
1462,0.001,0.001,0,False,0.0018487024979759975,0,0,False,0.00178244079609194,11248000,0.02277,0.24357,16,1.29908
