corrida,gpi,config,partidas,vitoria_pct,media_movel_5_pct
gpi2000,2000,antiga,1800000,64.482,64.564
gpi2000,2000,antiga,1900000,64.524,64.5138
gpi2000,2000,antiga,2000000,64.544,64.5452
gpi2000,2000,antiga,2100000,64.616,64.5502
gpi2000,2000,antiga,2200000,64.58,64.5492
gpi2000,2000,antiga,2300000,64.598,64.5724
gpi2000,2000,antiga,2400000,64.878,64.6432
gpi2000,2000,antiga,2500000,64.811,64.6966
gpi2000,2000,antiga,2600000,64.658,64.705
gpi2000,2000,antiga,2700000,64.771,64.7432
gpi2000,2000,antiga,2800000,64.792,64.782
gpi2000,2000,antiga,2900000,65.04,64.8144
gpi2000,2000,antiga,3000000,64.856,64.8234
gpi2000,2000,antiga,3100000,64.794,64.8506
gpi2000,2000,antiga,3200000,64.827,64.8618
gpi2000,2000,antiga,3300000,64.739,64.8512
gpi2000,2000,antiga,3400000,64.488,64.7408
gpi2000,2000,antiga,3500000,64.346,64.6388
gpi2000,2000,antiga,3600000,64.384,64.5568
gpi2000,2000,antiga,3700000,64.545,64.5004
gpi2000,2000,antiga,3800000,64.656,64.4838
gpi2000,2000,antiga,3900000,64.788,64.5438
gpi2000,2000,antiga,4000000,64.928,64.6602
gpi2000,2000,antiga,4100000,64.78,64.7394
gpi2000,2000,antiga,4200000,64.713,64.773
gpi2000,2000,antiga,4300000,64.754,64.7926
gpi2000,2000,antiga,4400000,64.789,64.7928
gpi2000,2000,antiga,4500000,65.214,64.85
gpi2000,2000,antiga,4600000,64.975,64.889
gpi2000,2000,antiga,4700000,64.783,64.903
gpi2000,2000,antiga,4800000,64.873,64.9268
gpi2000,2000,antiga,4900000,65.073,64.9836
gpi2000,2000,antiga,5000000,64.972,64.9352
gpi2000,2000,antiga,5100000,65.022,64.9446
gpi2000,2000,antiga,5200000,64.923,64.9726
gpi2000,2000,antiga,5300000,64.896,64.9772
gpi2000,2000,antiga,5400000,64.927,64.948
gpi2000,2000,antiga,5500000,64.985,64.9506
gpi2000,2000,antiga,5600000,65.142,64.9746
gpi2000,2000,antiga,5700000,65.263,65.0426
gpi2000,2000,antiga,5800000,65.261,65.1156
gpi2000,2000,antiga,5900000,65.341,65.1984
gpi2000,2000,antiga,6000000,65.234,65.2482
gpi2000,2000,antiga,6100000,65.14,65.2478
gpi2000,2000,antiga,6200000,65.068,65.2088
gpi2000,2000,antiga,6300000,65.398,65.2362
gpi2000,2000,antiga,6400000,64.989,65.1658
gpi2000,2000,antiga,6500000,65.016,65.1222
gpi2000,2000,antiga,6600000,65.076,65.1094
gpi2000,2000,antiga,6700000,64.979,65.0916
gpi2000,2000,antiga,6800000,65.092,65.0304
gpi2000,2000,antiga,6900000,65.238,65.0802
gpi2000,2000,antiga,7000000,65.031,65.0832
gpi2000,2000,antiga,7100000,65.134,65.0948
gpi2000,2000,antiga,7200000,65.172,65.1334
gpi2000,2000,antiga,7300000,65.295,65.174
gpi2000,2000,antiga,7400000,65.218,65.17
gpi2000,2000,antiga,7500000,65.168,65.1974
gpi2000,2000,antiga,7600000,65.162,65.203
gpi2000,2000,antiga,7700000,65.314,65.2314
